label,id
0,2d58b399db87829d5b09ad50d0a1c3bb
0,c00941ceabf70bdcfe5819e53201efce
0,5ef6c804b44242d482a1b3bd2e5b9aa9
0,5615d7ec4b1a5d656ba74251bf53874f
0,a4fa67e591909efd34693e33820b048e
0,b567d2a0b445391bcca5c0d99b25c8d8
0,b1e46f0f292bc4db52f495958e98bb89
0,8079a165199e3970be2b6f50b47836f9
0,867d26b9c7b29e4f76828864f8116fec
0,c9122d689210cb836317caf2422aab82
0,95159a72511d3e53fef23b5d6b689458
0,80532d99217f7a94bdb899adada7833d
0,53d6581ed13fb52cdd9bc23f5bd850fe
0,4a37e5651dd403082c5f29c886d8f64e
0,5fd475566b721998b1834a0c7af1a574
0,3d094e5d1581c3857a6a3944e697205c
0,c7a8afc5d56b5a53331795d5fd8e247c
0,3d120ab4c3a28632b4f27592252de75c
0,58467b0a5a6cae7a3f9ad0519b067e56
0,6d818fea49ddec3457c4e0da95f1b844
0,ca017ee67a67352018a5930c4cfb7db1
1,d5709af7022ab38c36c460bb973c694d
0,7f842e432b817ab239b884e7412c7c72
0,18413057120ccf77932f397f1330f1a1
0,6b360d7a2d0b645f60da8998fff5664a
0,dc1d493cfb6e7d4c7ce6cb559087ba69
0,4ca743e9dd8553a235107dcabbce801b
0,37f469d8dcd7cf62ae4d4b0dfa716ab5
0,bd35f47815745da175df5b1b0abd15ea
0,fd80a3d1e23526e894d3c7ccf9c86bb3
0,856c25b55e1c5cead4c278edefbbdb48
0,1071c70b0309ba343fec79503a2aa68d
0,7b9d3d3660ca7cfcefee40a6bb7f73e2
0,6ddc9ab985b0aafa66f71ae4567363e6
0,6af8dee19ce4c3a1dd5a94e6e23bbc9f
1,a4dcc43b5174f3aa1e2a5b211dcfd452
1,9c3d22c807f96d8a3b06bdd4c1c3ad63
0,7d262fc8b2a09311c2e145abe788619e
0,ce0051643dec85bf92c5e13088aa42b1
0,3e2f0d124d19c237921f7c90936e5155
0,4f0a92cf29049ef4fc125e1757cbe213
0,80fb87552410fd18b72bb463c7d83620
0,847548245ff64e8e208c7641500b7efd
0,040b43a963a7c5c427c98182c2488dbc
0,4a4eb97556c21655716befad6ee40ddf
0,61bd40bc66daea9993252d27475d902b
0,7fb2e31886023d1d0ab8bcddc756579c
0,aee311ce9f3650f7ec547e71eb93b6ae
0,121352b34ffff0ff14afcddbe8ff8558
0,eb6be3d0d3509c9585d4f18a67c1eb98
0,22c660fd8d279f8d61eec4dc3ad44d3d
0,83f4057ec8b3f0eaffbb0b96db59c96d
0,30fe7ae2911eae6f63d42a7000a2d38b
0,625851adbb73b36943f16c369028b0bf
0,8fc1d502fc108fa08784adea9482b57d
0,7c373463f3375d3a90c845def986e90f
0,cbcb1b21283b8914b26ec518222d2b2b
0,81b6fae2f16dbadfe1108bf9f4d5773b
0,bf618edc9531ef0461e80820d9a39bd0
0,0a4e2f8d6c6739f22d80f8eee3c89c88
0,ecea3ef2d28182bcc564f2ea022b56c6
0,f417c2d41aca3fbd70c35e15d104b3c4
0,c2a8f4aeba0d3bc329045705b1fc562b
0,611cebbf9fb580f0c894b168c2937ef4
1,45db1b9b7a3530da7cc527523759fd98
0,3afae5af1ee103714ea34b6ba7a860d1
0,827de749644aa7706480424661405836
0,6b670502b044cd868f1ae3c56e743fd8
1,5c8971cd138c1b9b6861fc88a12dce3e
0,49e20c5c7abe8a75d28431c9b2cac934
0,3c5e6d08a67970c8503c3e60a85f6d75
0,d4adabf4b0e905e769abcf4a47b9636f
0,d8da2c457a00bb352b6572798d8bdba6
0,d58a7ff06d0344faa18f681dee923ec5
0,f9e0d75bf10d8412ef06547399d9c4b6
0,78448c415c0f461dce3c22b3cd286e88
0,eadc2296754393a7a716260012d38ed4
0,499c90285da36c4cacacf361a2f35cd4
0,5ebf6fa002ef41df3a92a662dbb3eb2a
0,1aeae6326ba13d8afd4e62d329ab62d6
0,7fe5982da6eb8f07cac5e0cdac21bba7
0,a8ed57a5ddc5394ebe5cc9b75df13f9c
0,617c3a8127128a5d3401d1e24e59783c
0,546e1d92f3cc7ccac91aea4ed29b0751
0,b145cfe0e4fd1204586a39cd267f5cae
1,c1f20a1a82a15919543c2cb636d8de4d
0,104ebd7898dae01cffb2919826e34529
0,9ff6e4b9993c22834f40332d34d2b9ad
0,d5fd29bc5d942be6211ef610fdaba9b3
0,dfe9a8a7c5fc2d645dadf856b81f8d32
0,19406cbce2742ac49c8d1fc09453973d
0,4cb8a1058daab38ac57460c67b4430c0
0,55ab2786014a8759062537aedb94f353
0,da78ce430da5276f861a29ce424ecda7
0,ce89f51cc516ad03daa8e4e95816cbf6
0,59aa73df86d38526231aa83ed5204fbb
0,fc5eb7e5e4314e52f73fa11d636ad0fc
0,a934415f09b6a0d91532ce05254a7ff0
0,aab1140b677aa431fd014088d0394f95
0,3b2588321ece6b22d34bb43f79622a84
0,b9a18ec5cb645c70be4dac4c945c2953
0,b772df17d1b8b87e32c83024a0fb133b
0,503645689716ce4304b6feb9d32b8427
